row,age,username,gender,city,state,zip,lat,lng,freq,services,hulu,youtube,Apple TV+,FX,netflix,fuboTV,amazon,PlutoTV,Discovery+,Starz,Showtime,Philo,Crackle,CBS All Access,IMDb TV,Disney+,HBO MAX,NBC,Rent or Buy,FOX,Peacock,Tubi
7850,34,elida_keeney,Female,Startup,WA,98293,47.8703,-121.7685,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7851,69,walton_dinkins,Male,Sweet Home,TX,77987,29.3426,-97.0756,1-DAILY,"{'netflix': 1, 'amazon': 1}",,,,,1.0,,1.0,,,,,,,,,,,,,,,
7853,70,adelaide_isom,Female,D Lo,MS,39062,31.9857,-89.9012,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7854,61,bobby_earls,Male,Des Moines,IA,50393,41.6727,-93.5722,2-FEW_TIMES_WEEK,{'Crackle': 1},,,,,,,,,,,,,1.0,,,,,,,,,
7856,32,jacquelin_blaylock,Female,La Habra,CA,90632,33.9143,-117.9547,2-FEW_TIMES_WEEK,{'hulu': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7857,40,lee_noland,Female,Sacramento,CA,94282,38.5816,-121.4944,2-FEW_TIMES_WEEK,"{'youtube': 1, 'hulu': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
7858,69,lavern_borders,Female,Sheffield,TX,79781,30.6935,-101.86,2-FEW_TIMES_WEEK,{'amazon': 1},,,,,,,1.0,,,,,,,,,,,,,,,
7859,29,manual_catlett,Male,Baxter,TN,38544,36.1249,-85.6378,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
7860,74,myra_low,Female,Sparks,NV,89494,,,2-FEW_TIMES_WEEK,"{'Rent or Buy': 1, 'netflix': 1}",,,,,1.0,,,,,,,,,,,,,,1.0,,,
7861,61,barrett_hooper,Male,Causey,NM,88113,33.7781,-103.0865,1-DAILY,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7863,45,matt_tejeda,Male,Shunk,PA,17768,41.5536,-76.7455,2-FEW_TIMES_WEEK,{'hulu': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7864,44,amanda_grimes,Female,Longview,TX,75603,32.4264,-94.7117,1-DAILY,"{'hulu': 1, 'netflix': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
7865,40,berta_hope,Female,Garrison,UT,84728,38.9344,-114.033,2-FEW_TIMES_WEEK,{'amazon': 1},,,,,,,1.0,,,,,,,,,,,,,,,
7866,33,sylvia_lincoln,Female,Belmore,OH,45815,41.1539,-83.9413,1-DAILY,"{'netflix': 1, 'Philo': 1, 'hulu': 1, 'Showtime': 1}",1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,
7867,23,reina_judge,Female,Pyatt,AR,72672,36.2486,-92.8416,3-FEWER_THREE_PER_MONTH,{'Disney+': 1},,,,,,,,,,,,,,,,1.0,,,,,,
7868,52,morris_newcomb,Male,Greensboro,NC,27499,36.0726,-79.792,2-FEW_TIMES_WEEK,{'FOX': 1},,,,,,,,,,,,,,,,,,,,1.0,,
7869,32,jerald_okeefe,Male,Boise,ID,83706,43.5885,-116.191,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'hulu': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
7870,78,jackie_knudsen,Male,Saint Albans,VT,05478,44.8111,-73.089,3-FEWER_THREE_PER_MONTH,"{'PlutoTV': 1, 'hulu': 1}",1.0,,,,,,,1.0,,,,,,,,,,,,,,
7871,45,lenora_mcfarland,Female,Bauxite,AR,72011,34.5091,-92.4828,1-DAILY,"{'youtube': 1, 'netflix': 1, 'Discovery+': 1}",,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,
7872,21,lula_sloan,Female,Kotzebue,AK,99752,66.8985,-162.5981,1-DAILY,"{'hulu': 1, 'youtube': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
7873,25,dorian_batchelor,Male,Moreno Valley,CA,92553,33.9157,-117.2351,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'netflix': 1, 'Disney+': 1}",,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,
7874,53,jenifer_worthington,Female,Victoria,TX,77904,28.8675,-96.999,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7875,18,alexandra_joyner,Female,Walcott,IA,52773,41.6453,-90.7256,2-FEW_TIMES_WEEK,"{'Rent or Buy': 1, 'Crackle': 1, 'youtube': 1}",,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,
7876,64,leandro_hilton,Male,Exeter,NE,68351,40.6341,-97.4424,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7877,74,maria_linkous,Male,Fremont,OH,43420,41.3498,-83.1181,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7878,51,elissa_bernhardt,Female,Minden,LA,71058,32.6154,-93.2868,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'youtube': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
7880,60,miquel_nickel,Male,Donie,TX,75838,31.4873,-96.2387,1-DAILY,{'Starz': 1},,,,,,,,,,1.0,,,,,,,,,,,,
7881,33,herlinda_laird,Female,Paradise,PA,17562,39.9852,-76.1081,2-FEW_TIMES_WEEK,{'Showtime': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7882,60,astrid_hearn,Female,West Columbia,SC,29171,33.9252,-81.2483,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7883,53,winford_hills,Male,Stamford,CT,06904,41.0534,-73.5387,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7885,59,randal_mcgrath,Male,Mc Kees Rocks,PA,15136,40.4717,-80.0876,2-FEW_TIMES_WEEK,{'fuboTV': 1},,,,,,1.0,,,,,,,,,,,,,,,,
7886,50,chelsea_kraft,Female,Minersville,PA,17954,40.6904,-76.2597,3-FEWER_THREE_PER_MONTH,"{'Discovery+': 1, 'netflix': 1, 'youtube': 1}",,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,
7888,31,deidra_langford,Female,Washington,DC,20390,38.8933,-77.0146,2-FEW_TIMES_WEEK,"{'netflix': 1, 'amazon': 1}",,,,,1.0,,1.0,,,,,,,,,,,,,,,
7889,22,gary_lenz,Male,Milan,KS,67105,37.2578,-97.6521,1-DAILY,"{'hulu': 1, 'amazon': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
7891,39,josefa_patton,Female,East Dorset,VT,05253,43.237,-73.0081,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7892,75,pasquale_haag,Male,Fairbanks,AK,99701,64.8378,-147.7164,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7893,48,dara_loftis,Female,Orange,TX,77631,30.093000000000004,-93.7366,2-FEW_TIMES_WEEK,"{'youtube': 1, 'FOX': 1}",,1.0,,,,,,,,,,,,,,,,,,1.0,,
7894,57,bessie_egan,Female,Amelia,NE,68711,42.1809,-99.008,1-DAILY,{'HBO MAX': 1},,,,,,,,,,,,,,,,,1.0,,,,,
7895,64,claud_baron,Male,Bloomsburg,PA,17815,41.0115,-76.4384,1-DAILY,"{'netflix': 1, 'youtube': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
7896,47,holli_crutcher,Female,San Antonio,TX,78263,29.3614,-98.3174,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7897,74,marylou_mims,Female,Irvine,CA,92614,33.6829,-117.8298,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7898,64,noreen_jewett,Female,Boyce,LA,71409,31.3216,-92.6867,1-DAILY,"{'Philo': 1, 'Disney+': 1}",,,,,,,,,,,,1.0,,,,1.0,,,,,,
7899,58,selina_bowens,Female,Walbridge,OH,43465,41.5861,-83.493,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
7900,22,karrie_donahue,Female,Whittier,CA,90602,33.9693,-118.0337,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Philo': 1, 'Peacock': 1}",,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,
7901,53,denny_mcmaster,Male,Chapin,IL,62628,39.7716,-90.4113,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7902,76,mayra_byrnes,Female,Bloomfield Hills,MI,48301,42.5445,-83.2792,1-DAILY,{'CBS All Access': 1},,,,,,,,,,,,,,1.0,,,,,,,,
7903,33,brendan_ontiveros,Male,Means,KY,40346,37.9807,-83.7447,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7906,67,seth_wingate,Male,Ada,MI,49356,42.9542,-85.4889,3-FEWER_THREE_PER_MONTH,{'Apple TV+': 1},,,1.0,,,,,,,,,,,,,,,,,,,
7908,33,reba_freese,Female,Sneedville,TN,37869,36.5275,-83.2529,1-DAILY,"{'netflix': 1, 'hulu': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
7909,32,lydia_matias,Female,Hayden,IN,47245,38.9831,-85.7405,2-FEW_TIMES_WEEK,"{'netflix': 1, 'IMDb TV': 1}",,,,,1.0,,,,,,,,,,1.0,,,,,,,
7911,30,jeffrey_wilde,Male,Klamath,CA,95548,41.5804,-124.0387,2-FEW_TIMES_WEEK,"{'Discovery+': 1, 'youtube': 1, 'HBO MAX': 1}",,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,
7912,34,lynn_ashworth,Male,Lincolnwood,IL,60712,42.008,-87.7361,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'netflix': 1, 'Tubi': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0
7913,36,mathew_rosenbaum,Male,Ione,CA,95640,38.3324,-120.9418,2-FEW_TIMES_WEEK,{'Discovery+': 1},,,,,,,,,1.0,,,,,,,,,,,,,
7914,30,francine_bean,Female,New Canaan,CT,06840,41.151,-73.4944,2-FEW_TIMES_WEEK,"{'hulu': 1, 'fuboTV': 1}",1.0,,,,,1.0,,,,,,,,,,,,,,,,
7915,40,nicolas_gleason,Male,Boise,ID,83719,43.4599,-116.244,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7916,35,olga_lopez,Female,Marissa,IL,62257,38.2455,-89.7501,1-DAILY,"{'youtube': 1, 'amazon': 1}",,1.0,,,,,1.0,,,,,,,,,,,,,,,
7917,25,olen_lauer,Male,Charlotte,NC,28278,35.2072,-80.9568,1-DAILY,"{'youtube': 1, 'HBO MAX': 1}",,1.0,,,,,,,,,,,,,,,1.0,,,,,
7918,67,agustin_guffey,Male,Hector,AR,72843,35.5499,-92.9616,1-DAILY,"{'netflix': 1, 'Tubi': 1}",,,,,1.0,,,,,,,,,,,,,,,,,1.0
7919,52,herschel_cody,Male,Avilla,IN,46710,41.3689,-85.2414,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
7920,67,claudio_banuelos,Male,Delano,CA,93216,35.7688,-119.2471,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7921,35,lela_alaniz,Female,East Claridon,OH,44033,41.5333,-81.1112,1-DAILY,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7922,60,travis_matias,Male,Clarence,IA,52216,41.8896,-91.0605,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7923,58,eddie_rhoden,Male,Port Saint Lucie,FL,34986,27.3215,-80.403,1-DAILY,{'HBO MAX': 1},,,,,,,,,,,,,,,,,1.0,,,,,
7924,23,theresa_wenger,Female,Fort Pierce,FL,34981,27.4049,-80.3623,2-FEW_TIMES_WEEK,"{'fuboTV': 1, 'youtube': 1}",,1.0,,,,1.0,,,,,,,,,,,,,,,,
7925,27,misti_sumpter,Female,Sautee Nacoochee,GA,30571,34.7162,-83.6931,1-DAILY,"{'hulu': 1, 'HBO MAX': 1}",1.0,,,,,,,,,,,,,,,,1.0,,,,,
7926,78,cleveland_escalante,Male,Salt Lake City,UT,84147,40.7608,-111.891,3-FEWER_THREE_PER_MONTH,{'amazon': 1},,,,,,,1.0,,,,,,,,,,,,,,,
7927,54,brett_mclane,Male,Washington,DC,20043,38.8933,-77.0146,2-FEW_TIMES_WEEK,"{'netflix': 1, 'FX': 1}",,,,1.0,1.0,,,,,,,,,,,,,,,,,
7928,40,elmo_yazzie,Male,Las Vegas,NV,89185,36.175,-115.1372,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'netflix': 1}",,,,,1.0,,1.0,,,,,,,,,,,,,,,
7929,32,vonda_himes,Female,Johnstown,OH,43031,40.1445,-82.6973,1-DAILY,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7930,57,dollie_eason,Female,Burgoon,OH,43407,41.268,-83.2475,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'youtube': 1, 'IMDb TV': 1}",,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,
7931,49,mickey_romeo,Female,Anthony,KS,67003,37.1512,-98.0285,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7932,23,matilde_stegall,Female,Jersey City,NJ,07310,40.7324,-74.0431,2-FEW_TIMES_WEEK,"{'amazon': 1, 'netflix': 1, 'CBS All Access': 1}",,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,
7933,56,sandy_mcneil,Female,Norwalk,CT,06857,41.3089,-73.3637,1-DAILY,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7934,18,tomasa_mclaughlin,Female,Boscobel,WI,53805,43.1393,-90.7061,1-DAILY,"{'youtube': 1, 'Tubi': 1}",,1.0,,,,,,,,,,,,,,,,,,,,1.0
7935,45,waylon_cates,Male,Milam,TX,75959,31.4324,-93.8457,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7936,39,vonda_martell,Female,Marengo,OH,43334,40.3895,-82.8121,3-FEWER_THREE_PER_MONTH,"{'Showtime': 1, 'Philo': 1}",,,,,,,,,,,1.0,1.0,,,,,,,,,,
7937,42,gale_cagle,Male,Dequincy,LA,70633,30.4211,-93.4151,2-FEW_TIMES_WEEK,{'Disney+': 1},,,,,,,,,,,,,,,,1.0,,,,,,
7940,38,joy_peebles,Female,Darien Center,NY,14040,42.8948,-78.3878,1-DAILY,"{'youtube': 1, 'amazon': 1}",,1.0,,,,,1.0,,,,,,,,,,,,,,,
7941,42,douglass_keeler,Male,Rake,IA,50465,43.4767,-93.9171,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'netflix': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
7942,63,gregorio_mota,Male,North Haven,ME,04853,44.1436,-68.8667,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7943,23,olive_longo,Female,Campo Seco,CA,95226,38.2271,-120.8533,1-DAILY,"{'hulu': 1, 'Starz': 1}",1.0,,,,,,,,,1.0,,,,,,,,,,,,
7944,76,marianne_rivas,Female,Astoria,NY,11106,40.7608,-73.9295,2-FEW_TIMES_WEEK,"{'amazon': 1, 'CBS All Access': 1}",,,,,,,1.0,,,,,,,1.0,,,,,,,,
7945,35,debby_rendon,Female,Waterbury,CT,06702,41.5566,-73.0385,3-FEWER_THREE_PER_MONTH,"{'PlutoTV': 1, 'youtube': 1}",,1.0,,,,,,1.0,,,,,,,,,,,,,,
7946,68,jake_novotny,Male,Oakland,MI,48363,42.7732,-83.1711,3-FEWER_THREE_PER_MONTH,{'hulu': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7947,67,teresita_patrick,Female,Pawnee,OK,74058,36.3362,-96.7923,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'hulu': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
7948,63,marshall_ashworth,Male,Sherwood,TN,37376,35.0452,-85.9302,1-DAILY,"{'netflix': 1, 'amazon': 1, 'hulu': 1}",1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,
7949,72,micheal_gann,Male,Hartford,AR,72938,35.0222,-94.3819,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7950,33,marshall_waddell,Male,Greens Fork,IN,47345,39.8916,-85.0494,3-FEWER_THREE_PER_MONTH,"{'Showtime': 1, 'CBS All Access': 1, 'amazon': 1}",,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,
7951,43,jimmie_park,Male,Junction City,OH,43748,39.6965,-82.3155,2-FEW_TIMES_WEEK,{'Starz': 1},,,,,,,,,,1.0,,,,,,,,,,,,
7952,79,broderick_joy,Male,Salem,KY,42078,37.2553,-88.2711,3-FEWER_THREE_PER_MONTH,"{'HBO MAX': 1, 'netflix': 1}",,,,,1.0,,,,,,,,,,,,1.0,,,,,
7953,71,edward_smalls,Male,Hadley,PA,16130,41.4432,-80.2153,3-FEWER_THREE_PER_MONTH,{'Crackle': 1},,,,,,,,,,,,,1.0,,,,,,,,,
7955,59,barney_galbraith,Male,Hana,HI,96713,20.7616,-156.0397,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7956,21,lulu_whelan,Female,El Paso,TX,88523,31.6948,-106.3,1-DAILY,"{'hulu': 1, 'netflix': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
7957,41,delbert_abel,Male,Oakland,CA,94615,37.8067,-122.3004,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7959,27,michaela_kelley,Female,West Mansfield,OH,43358,40.4043,-83.5243,1-DAILY,"{'CBS All Access': 1, 'amazon': 1}",,,,,,,1.0,,,,,,,1.0,,,,,,,,
7960,47,patrice_tidwell,Female,Benedict,KS,66714,37.6118,-95.7038,2-FEW_TIMES_WEEK,"{'amazon': 1, 'NBC': 1, 'youtube': 1}",,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,
7961,21,kristin_preston,Female,Webb City,MO,64870,37.144,-94.4727,1-DAILY,"{'netflix': 1, 'Apple TV+': 1}",,,1.0,,1.0,,,,,,,,,,,,,,,,,
7962,39,cedrick_kaminski,Male,Pacoima,CA,91331,34.2556,-118.4208,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7964,65,mickey_doty,Female,Hampton,NE,68843,40.9236,-97.8841,1-DAILY,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7965,26,claud_guyton,Male,Bruno,WV,25611,37.6907,-81.869,2-FEW_TIMES_WEEK,"{'amazon': 1, 'PlutoTV': 1, 'hulu': 1}",1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
7966,19,roxanne_dingle,Female,River Falls,WI,54022,44.855,-92.6313,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'hulu': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
7967,55,bella_wadsworth,Female,Adelanto,CA,92301,34.5841,-117.4242,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7968,51,mathew_pool,Male,North Stonington,CT,06359,41.4531,-71.8727,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7969,34,sebastian_new,Male,Somerville,MA,02144,42.4003,-71.1221,1-DAILY,"{'Discovery+': 1, 'amazon': 1, 'netflix': 1}",,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,
7970,65,eloise_worden,Female,West Sand Lake,NY,12196,42.63800000000001,-73.6109,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7972,72,adrian_inman,Female,Wallace,ID,83873,47.4908,-115.962,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7973,74,winifred_prichard,Female,Lake Havasu City,AZ,86405,34.4839,-114.3225,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
7974,28,larry_riddick,Male,Brushton,NY,12916,44.8282,-74.5223,1-DAILY,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7975,29,tomasa_ohara,Female,Saint Louis,MO,63150,38.6273,-90.1979,1-DAILY,"{'hulu': 1, 'netflix': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
7976,76,richie_brockman,Male,Ayer,MA,01432,42.5591,-71.5788,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
7977,25,cory_woodall,Male,Fort Montgomery,NY,10922,41.3346,-73.9917,1-DAILY,"{'Rent or Buy': 1, 'fuboTV': 1, 'netflix': 1}",,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,
7978,39,arnulfo_bruton,Male,Belle Center,OH,43310,40.5024,-83.7688,2-FEW_TIMES_WEEK,{'Philo': 1},,,,,,,,,,,,1.0,,,,,,,,,,
7979,77,nathanial_frierson,Male,Stockton,MO,65785,37.7241,-93.796,1-DAILY,{'PlutoTV': 1},,,,,,,,1.0,,,,,,,,,,,,,,
7980,32,leif_hyatt,Male,Redmond,WA,98052,47.6718,-122.1232,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7981,67,cheri_ruiz,Female,Dudley,MO,63936,36.811,-90.121,2-FEW_TIMES_WEEK,"{'netflix': 1, 'amazon': 1}",,,,,1.0,,1.0,,,,,,,,,,,,,,,
7982,21,noelle_gault,Female,Washington,DC,20061,38.8933,-77.0146,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'CBS All Access': 1, 'netflix': 1}",,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,
7983,24,wilbert_valdez,Male,Wampsville,NY,13163,43.0753,-75.7069,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'FOX': 1, 'CBS All Access': 1}",,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,
7984,60,seymour_marr,Male,Charlotte,AR,72522,35.8184,-91.4387,1-DAILY,"{'FOX': 1, 'netflix': 1}",,,,,1.0,,,,,,,,,,,,,,,1.0,,
7985,34,kerrie_mcgough,Female,Summitville,NY,12781,41.6215,-74.4507,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Apple TV+': 1}",,1.0,1.0,,,,,,,,,,,,,,,,,,,
7986,26,carissa_matheson,Female,Los Altos,CA,94023,37.3852,-122.1141,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7987,42,chrystal_oliphant,Female,Minneapolis,MN,55455,44.9735,-93.2331,2-FEW_TIMES_WEEK,"{'hulu': 1, 'youtube': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
7988,68,faith_medlin,Female,Arlington,OH,45814,40.8761,-83.6685,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7990,49,sheryl_morales,Female,Lexington,KY,40593,,,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7992,79,alyce_baptiste,Female,Laclede,ID,83841,48.1702,-116.756,1-DAILY,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7993,46,johnny_samples,Male,Collinsville,OK,74021,36.3701,-95.8469,1-DAILY,"{'netflix': 1, 'amazon': 1}",,,,,1.0,,1.0,,,,,,,,,,,,,,,
7994,49,kerri_hardy,Female,Dorr,MI,49323,42.7231,-85.7628,1-DAILY,"{'youtube': 1, 'amazon': 1}",,1.0,,,,,1.0,,,,,,,,,,,,,,,
7995,65,ahmad_dahl,Male,Montgomery,AL,36110,32.4217,-86.275,2-FEW_TIMES_WEEK,"{'amazon': 1, 'youtube': 1}",,1.0,,,,,1.0,,,,,,,,,,,,,,,
7996,59,shari_hathaway,Female,Wallace,ID,83873,47.4908,-115.962,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7997,36,harriette_riggins,Female,Young,AZ,85554,34.1014,-110.9637,3-FEWER_THREE_PER_MONTH,{'fuboTV': 1},,,,,,1.0,,,,,,,,,,,,,,,,
7998,28,harris_boles,Male,Joshua Tree,CA,92252,34.1502,-116.3038,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7999,23,benedict_passmore,Male,Tacoma,WA,98409,47.2038,-122.4825,1-DAILY,"{'youtube': 1, 'netflix': 1, 'amazon': 1}",,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,
8000,25,rocio_warden,Female,Philadelphia,PA,19114,40.0634,-74.999,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
8001,31,frank_caswell,Male,North Berwick,ME,03906,43.3254,-70.7212,1-DAILY,"{'amazon': 1, 'youtube': 1, 'hulu': 1}",1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
8002,70,niki_head,Female,Buttzville,NJ,07829,40.8434,-74.9859,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
8003,30,mohammad_taber,Male,Coopersburg,PA,18036,40.5076,-75.3888,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
8005,46,tara_fife,Female,Allakaket,AK,99720,66.5656,-152.6456,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
8006,65,della_nutt,Female,Bridgeport,PA,19405,40.103,-75.3402,1-DAILY,"{'amazon': 1, 'hulu': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
8007,43,ned_pettway,Male,Washington,DC,20391,38.8951,-77.0364,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'Disney+': 1}",,,,,1.0,,,,,,,,,,,1.0,,,,,,
8008,30,belinda_napier,Female,Spencerville,MD,20868,39.1223,-76.9722,2-FEW_TIMES_WEEK,"{'amazon': 1, 'Disney+': 1, 'youtube': 1}",,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,
8009,20,robbie_norfleet,Female,Dalzell,SC,29040,34.0144,-80.4665,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
8010,34,mathew_blackburn,Male,Hannibal,MO,63401,39.7064,-91.3839,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
8011,51,archie_alfred,Male,South Naknek,AK,99670,58.6639,-156.9756,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
8012,79,oscar_reuter,Male,Altheimer,AR,72004,34.3062,-91.8289,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
8013,77,angelina_cole,Female,Humboldt,KS,66748,37.8045,-95.422,3-FEWER_THREE_PER_MONTH,{'hulu': 1},1.0,,,,,,,,,,,,,,,,,,,,,
8014,64,donovan_meyers,Male,Tennessee Ridge,TN,37178,36.3297,-87.7808,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Showtime': 1}",,1.0,,,,,,,,,1.0,,,,,,,,,,,
